Trap #,Date Set,Time Set,Date Pulled ,Time Pulled,UTM Zone,UTM Easting,UTM Northing,Trap Type, Open/ Closed Funnel (OF/CF) , Bait ,Depth m,Temp C,Secchi Depth,Burbot Captured Y/N,No. Burbot Captured,Len (mm),Wt (kg),Girth (MM),Tag applied (Y/N),Tag No. / Colour,Recap (Y/N),Tag No. / Colour,Fate (D/L),Sacrificed (Y/N),Sacrificied Code,Taggged Mortality,Comments,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len
15,26-Oct-09,1025,27-Oct-09,1404,10U,477583,5960015,Cod Trap, N/A , NSC ,4.5,6,1.5,N,0,,,,,,,,,,,,Trap #15 pulled out of Norman Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,7-Jun-09,1035,8-Jun-09,0950,10U,477034,5959554,Hoop Trap,, Salmon ,21.5,14,2.1,Y,1,720,2.14,250,Y,FW YELLOW BC02758,N,,L,N,,,Fish revived well. Punctured and returned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,7-Jun-09,1043,8-Jun-09,1010,10U,476625,5959575,Hoop Trap, -   , Salmon ,18.0,14,2.1,N,0,,,,,,,,,,,,"Bait contained in the funnel sock. No fish caught, bait refreshed, bait moved to mid section. Funnel sock tied back",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,7-Jun-09,1049,8-Jun-09,1016,10U,476326,5959535,Hoop Trap, -   , Salmon/ PCC ,21.7,14,2.1,N,0,,,,,,,,,,,,"No fish caught, bait refreshed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,8-Jun-09,1014,9-Jun-09,1016,10U,476650,5959570,Hoop Trap, -   , Salmon/ PCC ,17.2,13,2.1,Y,2 of 2,590,1.63,250,Y,FW YELLOW BC02751,N,,L,N,,,"Reset same spot, no bait added",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,8-Jun-09,1014,9-Jun-09,1016,10U,476650,5959570,Hoop Trap, -   , Salmon/ PCC ,17.2,13,2.1,Y,1 of 2,660,2.01,260,Y,FW YELLOW BC02752,N,,L,N,,,"Reset same spot, no bait added",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,8-Jun-09,1007,9-Jun-09,0941,10U,477022,5959560,Hoop Trap, -   , PCC ,21.7,14,2.1,Y,3 of 3,450,0.88,185,Y,FW YELLOW BC02753,N,,L,N,,,"Reset same spot, no bait added",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,8-Jun-09,1007,9-Jun-09,0941,10U,477022,5959560,Hoop Trap, -   , PCC ,21.7,14,2.1,Y,2 of 3,670,2.73,300,Y,FW YELLOW BC02754,N,,L,N,,,"Reset same spot, no bait added",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,8-Jun-09,1007,9-Jun-09,0941,10U,477022,5959560,Hoop Trap,, PCC ,21.7,14,2.1,Y,1 of 3,720,2.55,280,Y,FW YELLOW BC02755,N,,L,N,,,"Reset same spot, no bait added",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,8-Jun-09,1021,9-Jun-09,1029,10U,476318,5959540,Hoop Trap, -   , Salmon/ NSC ,21.8,15,2.1,Y,1,500,1.01,185,Y,FW YELLOW BC02800,N,,L,N,,,"Black spot left top dorsal fin. Bait not refreshed, set same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,8-Jun-09,0824,9-Jun-09,0908,10U,477820,5959782,Hoop Trap, -   , PCC ,8.8,13,2.1,N,0,,,,,,,,,,,,Bait placed in funnel at posterior of trap. Bag/funnel tied up on trap. Bait moved to centre of trap. No fish caught,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,8-Jun-09,0832,9-Jun-09,0858,10U,477785,5959681,Hoop Trap, -   , LSU/NSC ,14.0,13,2.1,N,0,,,,,,,,,,,,"Bait placed in posterior of trap. Repair to structure of trap (zap strap) Bait moved to mid section. Sock tied up, bait not refreshed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,8-Jun-09,0838,9-Jun-09,0916,10U,477664,5959789,Hoop Trap, -   , LSU/PCC ,15.6,14,2.1,N,0,,,,,,,,,,,,"Bait replaced from centre to back of trap. No fish caught, bait not refreshed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,9-Jun-09,0922,10-Jun-09,1530,10U,477653,5959778,Hoop Trap, -   , LSU/PCC ,15.3,16,2.2,Y,1,830,5.23,400,Y,FW YELLOW BC02788,N,,L,N,,,"WOW nice fish - all old bait removed, reset trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,9-Jun-09,0902,10-Jun-09,1541,10U,477785,5959692,Hoop Trap, -   , LSU/NSC ,14.0,16,2.2,Y,1,480,1.05,210,Y,FW YELLOW BC02789,N,,L,N,,,"Fish revived well. All old bait removed, fresh bait in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,9-Jun-09,0957,10-Jun-09,1402,10U,477006,5959553,Hoop Trap, -   , PCC ,21.6,16,2.2,N,0,,,,,,,,,,,,"Reset same spot, no fish caught, no fresh bait added. Trap moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,9-Jun-09,1024,10-Jun-09,1258,10U,476570,5959517,Hoop Trap, -   , Salmon/ PCC ,21.4,17,2.2,N,0,,,,,,,,,,,,"No fish caught, all old bait removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,9-Jun-09,1038,10-Jun-09,1202,10U,476277,5959521,Hoop Trap, -   , Salmon/ NSC ,22.0,17,2.2,N,0,,,,,,,,,,,,"No fish caught, all old bait removed. Reset trap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,9-Jun-09,0908,10-Jun-09,1552,10U,477825,5959783,Hoop Trap, -   , PCC ,4.0,16,2.2,N,0,,,,,,,,,,,,"No fish caught, all old bait removed. Trap moved, new bait added",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,10-Jun-09,1525,11-Jun-09,1424,10U,477802,5959687,Hoop Trap, -   , NSC/PCC ,13.0,19,2.5,Y,2 of 2,660,2.16,280,Y,FW ORANGE BC02430,N,,L,N,,,"Refreshed bait, reset same area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,10-Jun-09,1525,11-Jun-09,1424,10U,477802,5959687,Hoop Trap, -   , NSC/PCC ,13.0,19,2.5,Y,1 of 2,780,3.3,330,Y,FW ORANGE BC02431,N,,L,N,,,"Refreshed bait, reset same area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,10-Jun-09,1412,11-Jun-09,1309,10U,476933,5959815,Hoop Trap, -   , NSC ,16.9,19,2.5,Y,2 of 2,420.5,0.71,150.5,Y,FW ORANGE BC02438,N,,L,N,,,"Rebait, trap reset in same area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,10-Jun-09,1412,11-Jun-09,1309,10U,476933,5959815,Hoop Trap, -   , NSC ,16.9,19,2.5,Y,1 of 2,460,0.81,190,Y,FW ORANGE BC02439,N,,L,N,,,"Rebait, trap reset in same area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,10-Jun-09,1208,11-Jun-09,1218,10U,476272,5959521,Hoop Trap, -   , NSC ,21.9,18,2.5,Y,3 of 3,410,0.71,161,Y,FW ORANGE BC02443,N,,L,N,,,Trap efficiency is good / no bi-catch. Bait refreshed and trap reset in same area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,10-Jun-09,1208,11-Jun-09,1218,10U,476272,5959521,Hoop Trap, -   , NSC ,21.9,18,2.5,Y,2 of 3,500,1.13,191,Y,FW ORANGE BC02444,N,,L,N,,,Trap efficiency is good / no bi-catch. Bait refreshed and trap reset in same area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,10-Jun-09,1208,11-Jun-09,1218,10U,476272,5959521,Hoop Trap, -   , NSC ,21.9,18,2.5,Y,1 of 3,741,2.7,270,Y,FW ORANGE BC02445,N,,L,N,,,Trap efficiency is good / no bi-catch. Bait refreshed and trap reset in same area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,10-Jun-09,1557,11-Jun-09,1412,10U,477795,5959778,Hoop Trap, -   , NSC ,10.5,19,2.5,Y,1,670,2.24,290,Y,N/A,N,,L,Y,001,,Rebait & resedt in same area. Fish was released in shallow water (2-3m). Fish was found floating near shoreline by Dan's dock. Tried to revive - fish was sacrificed when it didn't respond attempt to revive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,10-Jun-09,1307,11-Jun-09,1249,10U,476572,5959509,Hoop Trap, -   , NSC ,20.8,18,2.5,N,0,,,,,,,,,,,,No fish caught. All fresh bait added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,10-Jun-09,1547,11-Jun-09,1405,10U,477650,5959785,Hoop Trap, -   , NSC ,15.0,19,2.5,N,0,,,,,,,,,,,,"No fish caught, reset same area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,11-Jun-09,1250,12-Jun-09,1142,10U,476635,5959675,Hoop Trap, -   , NSC/PCC ,16.5,18,2.5,Y,1,400,0.73,170,Y,FW PINK BC00000135,N,,L,N,,,New bait added. Reset trap in same area. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,11-Jun-09,1316,12-Jun-09,1204,10U,476961,5959817,Hoop Trap, -   , NSC ,17.0,18,2.5,Y,1,740,3.06,3,Y,FW PINK BC00000137,N,,L,N,,,NSC added. Cloudy periods/sunny/calm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,11-Jun-09,1421,12-Jun-09,1314,10U,477825,5959772,Hoop Trap, -   , NSC/PCC ,5.6,19,2.5,Y,1 of 2,590,2.09,300,Y,FW PINK BC00000145,N,,L,N,,,"Reset same area, refreshed bait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,11-Jun-09,1421,12-Jun-09,1314,10U,477825,5959772,Hoop Trap, -   , NSC/PCC ,5.6,19,2.5,Y,2 of 2,500,1.26,240,Y,FW PINK BC00000146,N,,L,N,,,"Reset same area, refreshed bait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,11-Jun-09,1234,12-Jun-09,1121,10U,476299,5959502,Hoop Trap, -   , NSC ,21.5,18,2.5,N,0,,,,,,,,,,,,"Refreshed bait, reset same area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,11-Jun-09,1433,12-Jun-09,1254,10U,477819,5959698,Hoop Trap, -   , NSC ,11.1,19,2.5,N,0,,,,,,,,,,,,No fish caught. Bait not refreshed - set in same spot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,11-Jun-09,1407,12-Jun-09,1257,10U,477682,5959797,Hoop Trap, -   , NSC ,14.1,19,2.5,N,0,,,,,,,,,,,,"No fish caught, refreshed bait, reset same area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,12-Jun-09,1256,13-Jun-09,1237,10U,477802,5959709,Hoop Trap, -   , NSC ,12.4,21,2.5,Y,2 of 2,530,1.5,240,Y,FW BLUE BC05195,N,,L,N,,,Reset same area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,12-Jun-09,1256,13-Jun-09,1237,10U,477802,5959709,Hoop Trap, -   , NSC ,12.4,21,2.5,Y,1 of 2,340.5,0.5,140,Y,FW BLUE BC05196,N,,L,N,,,Reset same area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,12-Jun-09,1300,13-Jun-09,1230,10U,477657,5959804,Hoop Trap, -   , NSC/PCC ,14.3,21,2.5,Y,1,490,1.04,200,Y,FW BLUE BC05197,N,,L,N,,,No new bait added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,12-Jun-09,1147,13-Jun-09,0940,10U,476628,5959600,Hoop Trap, -   , NSC/PCC ,16.2,20,2.5,Y,1,490,0.98,200,Y,FW PINK BC00000148,N,,L,N,,,Replaced all bait. Reset same area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,12-Jun-09,1208,13-Jun-09,0925,10U,476949,5959825,Hoop Trap, -   , NSC ,17.2,20,2.1,N,0,,,,,,,,,,,,"No fish caught, replaced all bait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,12-Jun-09,1124,13-Jun-09,1218,10U,476296,5959497,Hoop Trap, -   , NSC ,21.3,20,2.5,N,0,,,,,,,,,,,,"No fish caught, bait not refreshed. Set in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,12-Jun-09,1323,13-Jun-09,1251,10U,477837,5959779,Hoop Trap, -   , NSC/PCC ,4.2,19,2.5,N,0,,,,,,,,,,,,"No fish caught, refreshed bait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,13-Jun-09,0930,14-Jun-09,1135,10U,477183,5959951,Hoop Trap, -   , NSC ,16.4,20,2.5,N,0,,,,,,,,,,,,"No fish caught, old bait removed, freshbait added. Trap moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,13-Jun-09,0944,14-Jun-09,1106,10U,476611,5959381,Hoop Trap, -   , NSC ,16.8,19,2.5,N,0,,,,,,,,,,,,"No fish caught, bait not refreshed. Reset in same area ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,13-Jun-09,1220,14-Jun-09,1018,10U,476276,5959502,Hoop Trap, -   , NSC ,21.8,20,2.5,N,0,,,,,,,,,,,,"No fish caught, old bait removed, new bait added. Trap moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,13-Jun-09,1252,14-Jun-09,1229,10U,477835,5959781,Hoop Trap, -   , NSC/BB ,4.9,21,2.5,N,0,,,,,,,,,,,,"No fish caught, no fresh bait, reset in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,13-Jun-09,1240,14-Jun-09,1216,10U,477806,5959700,Hoop Trap, -   , NSC ,12.1,21,2.5,N,0,,,,,,,,,,,,"No fish caught, old bait removed, new bait in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,13-Jun-09,1137,14-Jun-09,1210,10U,477656,5959811,Hoop Trap, -   , NSC/PCC ,14.6,20,2.5,N,0,,,,,,,,,,,,"No fish caught, old bait removed, new bait added",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,14-Jun-09,1213,15-Jun-09,1242,10U,477649,5959811,Hoop Trap, -   , NSC/PCC ,14.6,21,2.5,Y,1,690,2.52,300,Y,FW BLUE BC05176,N,,L,N,,,"Trap rebaited, reset in same location",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,14-Jun-09,1026,15-Jun-09,1024,10U,475680,5959083,Hoop Trap, -   , NSC ,20.3,19,2.5,Y,2 of 2,395,0.67,165,Y,FW BLUE BC05180,N,,L,N,,,"Old bait removed, new bait added. Fish punc't and released",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,14-Jun-09,1026,15-Jun-09,1024,10U,475680,5959083,Hoop Trap, -   , NSC ,20.3,19,2.5,Y,1 of 2,420,0.70,160,Y,FW BLUE BC05181,N,,L,N,,,"Old bait removed, new bait added. Fish punc't and released",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,14-Jun-09,1140,15-Jun-09,1214,10U,477324,5959870,Hoop Trap, -   , NSC ,15.8,21,2.5,N,0,,,,,,,,,,,,"No fish caught, no bait added, trap reset in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,14-Jun-09,1108,15-Jun-09,1146,10U,476620,5959686,Hoop Trap, -   , NSC ,16.6,19,2.5,N,0,,,,,,,,,,,,"No fish caught, no bait added, trap reset in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,14-Jun-09,1229,15-Jun-09,1257,10U,477835,5959781,Hoop Trap, -   , NSC ,4.9,21,2.5,N,0,,,,,,,,,,,,"No fish caught, fresh bait added, reset in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,14-Jun-09,1221,15-Jun-09,1257,10U,477809,5959708,Hoop Trap, -   , NSC ,11.6,21,2.5,N,0,,,,,,,,,,,,"No fish caught, replaced bait, reset trap in same area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,15-Jun-09,1216,17-Jun-09,1321,10U,477326,5959867,Hoop Trap, -   , NSC ,15.6,20,2.5,N,0,,,,,,,,,,,,"No fish caught, no bait added, trap reset in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,15-Jun-09,1148,17-Jun-09,1339,10U,476631,5959691,Hoop Trap, -   , NSC ,16.4,20,2.5,N,0,,,,,,,,,,,,"No fish caught, no bait added, trap reset in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,15-Jun-09,1032,17-Jun-09,1124,10U,475702,5959098,Hoop Trap, -   , NSC/PCC ,20.3,19,2.5,N,0,,,,,,,,,,,,"No fish caught, fresh bait added, reset in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,15-Jun-09,1256,17-Jun-09,1410,10U,477845,5959776,Hoop Trap, -   , NSC ,4.0,21,2.5,N,0,,,,,,,,,,,,"No fish caught, no fresh bait, reset in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,15-Jun-09,1301,17-Jun-09,1408,10U,477787,5959729,Hoop Trap, -   , NSC ,11.8,21,2.5,N,0,,,,,,,,,,,,"No fish caught, no fresh bait, reset in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,15-Jun-09,1251,17-Jun-09,1405,10U,477640,5959829,Hoop Trap, -   , NSC ,14.4,21,2.5,N,0,,,,,,,,,,,,"No fish caught, no fresh bait, reset in same spot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,17-Jun-09,1409,18-Jun-09,1154,10U,477788,5959721,Hoop Trap, -   , NSC ,11.1,18,2.5,Y,1,430,0.75,170,Y,FW BLUE BC05158,N,,L,N,,,Pulled trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,17-Jun-09,1323,18-Jun-09,1137,10U,477360,5959879,Hoop Trap, -   , NSC ,14.8,18,2.5,N,0,,,,,,,,,,,,"No fish, trap pulled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,17-Jun-09,1341,18-Jun-09,1133,10U,476652,5959684,Hoop Trap, -   , NSC ,15.2,18,2.5,N,0,,,,,,,,,,,,"No fish, trap pulled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,17-Jun-09,1127,18-Jun-09,1123,10U,475723,5959097,Hoop Trap, -   , NSC ,20.1,18,2.5,N,0,,,,,,,,,,,,"No fish, trap pulled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,17-Jun-09,1412,18-Jun-09,1206,10U,477852,5959764,Hoop Trap, -   , NSC ,3.3,18,2.5,N,0,,,,,,,,,,,,"Bi-catch released, trap pulled",CSU,1,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,17-Jun-09,1405,18-Jun-09,1246,10U,477667,5959817,Hoop Trap, -   , NSC ,14.0,18,2.5,N,0,,,,,,,,,,,,"No fish, trap pulled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,29-Sep-09,1550,30-Sep-09,1450,10U,477771,5959734,Hoop Trap, N/A , Sockeye ,11.0,11,1,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,29-Sep-09,1548,30-Sep-09,1445,10U,477997,5959427,Hoop Trap, N/A , Sockeye ,11.0,11,1,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,29-Sep-09,1543,30-Sep-09,1440,10U,478183,5959350,Hoop Trap, N/A , Sockeye ,10.4,11,1,N,0,,,,,,,,,,,,More bait sox added 09/30/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,29-Sep-09,1540,30-Sep-09,1434,10U,478400,5959352,Hoop Trap, N/A , Sockeye ,6.6,11,1,N,0,,,,,,,,,,,,Peamouth x 1 (see 09/30/09 for measurements),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,29-Sep-09,1535,30-Sep-09,1430,10U,478491,5959292,Hoop Trap, N/A , Sockeye ,6.2,11,1,N,0,,,,,,,,,,,,1-Peamouth (see 09/30/09 for measurements),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,29-Sep-09,1530,30-Sep-09,1419,10U,478462,5959140,Hoop Trap, N/A , Sockeye ,1.9,11,1,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,30-Sep-09,1451,1-Oct-09,1315,10U,477773,5959740,Hoop Trap, N/A , Sockeye ,13.7,11,1.5,Y,1,610,1.53,250,Y,FW BLUE BC05157,N,,L,N,,,Sockeye bait added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,30-Sep-09,1447,1-Oct-09,1313,10U,478020,5959436,Hoop Trap, N/A , Sockeye ,12.6,11,1.5,N,0,,,,,,,,,,,,No Comment,NSC,1,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,30-Sep-09,1442,1-Oct-09,1306,10U,478185,5959353,Hoop Trap, N/A , Sockeye ,12.2,11,1.5,N,0,,,,,,,,,,,,No Comment,NSC,1,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,30-Sep-09,1436,1-Oct-09,1300,10U,478404,5959349,Hoop Trap, N/A , Sockeye ,7.5,11,1.5,N,0,,,,,,,,,,,,P mouth in trap,PCC,1,0,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,30-Sep-09,1431,1-Oct-09,1254,10U,478504,5959306,Hoop Trap, N/A , Sockeye ,7.9,11,1.5,N,0,,,,,,,,,,,,No Comment,PCC,1,0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,30-Sep-09,1421,1-Oct-09,1244,10U,478474,5959144,Hoop Trap, N/A , Sockeye ,2.6,11,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,1-Oct-09,1325,2-Oct-09,1345,10U,477804,5959668,Hoop Trap, N/A , Sockeye ,14.8,11,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,1-Oct-09,1314,2-Oct-09,1352,10U,478014,5959422,Hoop Trap, N/A , Sox/NSC ,12.7,10,1.5,N,0,,,,,,,,,,,,NSC added to bait 10/01/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,1-Oct-09,1307,2-Oct-09,1357,10U,478198,5959325,Hoop Trap, N/A , Sox/NSC ,10.0,10,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,1-Oct-09,1302,2-Oct-09,1304,10U,478412,5959312,Hoop Trap, N/A , PCC ,7.8,10,1.5,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,1-Oct-09,1256,2-Oct-09,1407,10U,478514,5959286,Hoop Trap, N/A , Sox/PCC ,7.5,11,1.5,N,0,,,,,,,,,,,,Sockeye added as bait,PCC,2,0,230,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,1-Oct-09,1244,2-Oct-09,1414,10U,478471,5959136,Hoop Trap, N/A , Sockeye ,2.4,11,1.5,N,0,,,,,,,,,,,,Sockeye added as bait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,2-Oct-09,1400,3-Oct-09,1109,10U,478221,5959298,Hoop Trap, N/A , Sox/NSC ,7.0,10,1.5,Y,1,420,0.65,160,Y,FW BLUE BC05156,N,,L,N,,,Trap Pulled. Left pectoral fin damaged (frayed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,2-Oct-09,1347,3-Oct-09,1100,10U,477808,5959676,Hoop Trap, N/A , Sox/PCC ,14.7,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,2-Oct-09,1354,3-Oct-09,1106,10U,478029,5959413,Hoop Trap, N/A , Sox/NSC ,12.5,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4,2-Oct-09,1305,3-Oct-09,1119,10U,478424,5959311,Hoop Trap, N/A , Sox/PCC ,7.9,10,1.5,N,0,,,,,,,,,,,,Trap Pulled. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5,2-Oct-09,1410,3-Oct-09,1123,10U,478532,5959276,Hoop Trap, N/A , Sox/PCC ,6.5,10,1.5,N,0,,,,,,,,,,,,Trap Pulled. P Mouth added as bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H6,2-Oct-09,1417,3-Oct-09,1127,10U,478471,5959158,Hoop Trap, N/A , Sox/PCC ,2.9,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,13-Oct-09,1221,14-Oct-09,1331,10U,477682,5959870,Hoop Trap, N/A , Sockeye ,15.0,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09.,NSC,1,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2,13-Oct-09,1231,14-Oct-09,1339,10U,477826,5959690,Hoop Trap, N/A , Sockeye ,11.0,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09. No UTM taken on 13/10/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3,13-Oct-09,1241,14-Oct-09,1403,10U,478175,5959478,Hoop Trap, N/A , Sockeye ,10.0,4,2,N,0,,,,,,,,,,,,"Burbot captured on 14/10/09 was not measured, sampling kit was left in town. Burbot was left in trap to measure next day. Burbot escaped.Depth not taken on 13/10/09. No UTM taken on 13/10/09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
